0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149
1934148,1000000,5667267,5359648,3231968,3483232,8506298,11927104,12142784,16364928,20910176,21168992,22516992,25806112,23083776,24147564,25043923,25288480,25144711,22982118,23185600,25812651,24277493,24328704,23868291,25451019,9548723,23589248,33884860,21557216,20773274,19708796,19454336,11742817,11689856,15663247,9889822,9942006,19160391,8533077,7356608,18163520,10443220,8329609,1000000,1000000,11646112,17157952,14935264,20685170,26609169,20629792,17721958,18514578,21275620,16760408,21893152,25301130,14353888,30015488,41285856,38131539,44322749,25814230,58671104,45199120,40952280,48309600,32797888,42958848,38267648,34508384,36170368,25181666,37754714,30130496,33430400,33561888,33261792,39989386,32599511,33388032,25272096,24564032,42879520,35462976,28319232,34374592,20423648,30962253,27084140,33036723,22673841,20206144,23566112,22880128,19680831,26210496,22247392,18753376,12133349,33948032,41507616,31607080,43093408,39225593,39068451,35214510,34872199,27437869,54667892,61567103,62098797,53784039,26693771,42729472,51459836,60025465,49593485,41945010,38551552,38267680,23913312,32362784,25194368,21430272,51314688,46304287,39033152,33366624,40796160,59008640,51910400,57988928,30280119,32193985,59021682,63535151,59047936,40632320,28540928,55345152,63012864,63700992,38496671,39328160,53313536,61738709,62633129,40796160
11201397,26619963,25652448,35769062,61665505,56518336,39112384,57671680,41176032,24011316,61025889,60342272,48643456,39076379,27607040,61206294,42268352,44753824,36584535,29225513,39431104,38129728,35112704,28489536,30455808,46322528,58850141,50187915,38844355,30965760,50939643,55476224,49292883,29500640,12562706,35192832,30336703,22665321,24796256,40976463,39485309,47150528,47686432,39170880,20152320,56983552,58343424,57655296,57445466,49153889,57101280,54877088,42308320,44945902,48922010,55052320,55777760,62620192,58707680,61902961,66862958,73744640,61170272,57294848,22528000,26050560,54263808,59473920,55312384,27033600,45531136,48627712,57270345,58844636,31524059,44400640,60189469,64226589,57991815,30703616,30638080,58032128,59692755,63026738,27131904,40018861,56843787,61177856,61702144,32358400,39364155,57827811,61407232,57769984,30474240,34504704,53706752,58195968,55427072,36962304,13664256,11223040,52740096,59703296,18266277,31816776,56311808,56271920,56819712,34553856,32357989,54755328,54640640,56377344,29294592,35092203,55006942,56557568,58006889,37076992,26896656,54504215,57114624,55744960,39387136,26558464,53035008,52932923,55958166,43499520,26411008,58490880,51662720,35765866,28384288,32538624,38895232,39569600,40318558,33093696,36470784,58310656,60194816,57802752,43352064,25493504,53641216,55508992,56606720,38797312
4827651,16730821,21014838,31524256,26145568,40141472,27400823,25851227,19314144,24465998,25698272,25972692,17944160,8564715,3946944,1000000,13888096,8681878,50111104,27582942,35155980,36373269,31845152,30200384,23226560,10092544,49823072,36385025,29444059,33635747,27747584,23658496,25199824,1000000,11649664,15764363,28594930,23469266,25837549,19944800,22085946,21853021,15636800,13382944,1000000,1000000,9063488,48620128,7894345,39541760,38663936,28733501,48955392,39461568,26507072,33495936,24441792,40145568,33988672,41805952,34330016,24838304,41795584,41598272,34184896,38650240,19689408,31293696,26499936,34864672,17501920,19403072,12779520,33104256,4988003,25245344,19970370,23103008,24689265,33765664,23350816,17521198,25989509,25141322,35388732,21093504,8228192,18645536,9791872,21352535,18739763,24381088,27835040,22980704,20600160,26186432,24425942,24805344,23670880,22458586,16531500,30270494,37166016,38798929,26318144,28717792,19983247,18276987,33789376,25274176,32610050,25798784,23671968,36391960,18368448,36948832,29107456,22629408,27774401,19880096,13405472,31573813,18104320,17612800,16498688,21839872,22740992,59932384,20834688,27380576,23291008,11894784,23756800,17367040,18071552,20398080,11239424,20185088,14829074,18663655,23667596,22140540,21474333,18251776,16908288,21386122,28311552,19595264,18196258,8985369
5555807,4072279,1000000,14321152,22855000,23639351,20518208,21697408,26722752,19349248,24989600,15700256,34374816,35007584,49787008,46173984,48726016,31752192,52474629,41537601,39483040,37753984,22829426,58139419,38516032,40187200,29409088,29900800,44886912,51557056,38855040,36066141,27437869,53066336,33992992,39305856,37065824,31047680,48136160,39835168,40739552,25190048,25657344,62685026,39830742,37970464,38626557,25792160,51445760,43182926,36703360,39546277,23625728,52317277,42335136,35026592,40073952,23592960,52245482,44577376,39115979,37753766,17203200,59408384,42299867,40768032,39306016,29470368,47452736,35694208,41097824,34754752,30220531,47712480,38526625,38487342,42059840,28750528,10125312,39305216,52543488,61460459,36471031,41893888,40905376,41444160,35352320,28180640,43286528,48196763,40833729,36268928,26837376,42516480,47078240,38633088,34186261,28471095,47955968,44956928,39334329,28917973,24139284,27854094,10962208,37398985,32331435,28053674,43502574,42142816,41191512,38525984,31684548,40042496,47932675,33338272,43124800,23228764,43741952,29100224,28755500,36224384,30890506,40501248,34513038,38573741,32751008,28133856,31918720,32879056,22495103,21160128,23618429,12883539,20700096,20785952,24177728,22157074,26522816,15160800,7883104,18777753,22882336,20582368,23381770,25601377,19173952,13380347,10255055,11145110
1000000,13388128,18645536,13011776,19104640,15193465,19431104,16343360,16619156,15732192,16537625,24067388,20769185,17793600,18419072,17788416,15404736,15351848,17725053,21363104,19195520,20285986,16375703,24175120,21956612,18613184,20226941,21147008,14983175,19421984,17560359,22829728,10007552,26032576,24666106,16504583,19203939,17480864,15194656,13372160,16380896,13825088,18282165,25105152,22707059,26932832,21600319,23565037,16920096,19820992,22274560,29265262,19387899,25284315,25356972,17049504,19626880,19874912,17966144,18429856,17685760,2404832,33225504,31661824,25058525,20797984,27898106,25202208,25698272,29213856,22171904,28922688,20133728,26491364,22635616,27570752,25220580,24339488,20069024,24498317,24687695,21848103,17034186,17549586,16165216,16839008,22178114,24611228,19247119,20996448,23927008,22746144,19993536,15949536,14716227,16505241,17258709,19549373,15168703,14920072,13952192,14769952,17037234,16149013,15636800,15890509,13784952,13512352,17157344,20015104,15901282,16283840,15620068,16499520,15809344,12487872,21034400,8050048,31673024,16187396,17708460,19261890,18368384,16692075,13202034,13967168,20315168,16876576,15394336,11377120,10708512,14105472,20419712,21400640,21201344,19168992,17927968,10309504,3073440,3619804,3421949,4507712,3558720,4966457,4814478,6086873,9693725,12110432,12811392,13630976
17118538,34249984,40141042,39593664,36621133,32934336,30594208,40763520,39868448,31144192,33473536,52582784,32923552,39469440,40034557,39608384,41168128,36200136,37533504,34635104,34061888,37956768,40094912,39501792,33634013,36088864,27191671,29774624,32655200,31375568,18523867,38835264,37876512,34152928,36722848,34409248,35169760,18202373,14105472,14562178,19130816,24185894,30400096,24152824,24884608,18397504,20738461,19786858,21255264,26997952,22322880,21159040,19340064,29850112,26059744,27029888,24832287,26101813,31715744,26960000,22258176,23778720,28965824,27186464,33937248,14156019,42607584,26458042,35792096,23584608,14385856,12487872,11873184,13587840,17491648,26873728,1000000,34994541,41031015,33538240,34217632,27991328,25777696,25838464,30960864,35673472,35609408,30616871,32666714,35765866,34841241,39250797,31790670,27585472,34120576,32675520,36025670,29548160,33829408,30106682,32279072,33701274,30095887,31068704,33614144,35129920,37300192,29666784,30294313,26913089,23280992,22594624,28864352,24818189,25575296,24435296,30797549,27650176,22635616,26776672,21586464,27523872,25607648,29789760,31359872,22419084,28394272,29987939,30546304,30938464,30617510,32287296,30686558,34619680,38833184,32624288,32813024,29542976,28573653,18281654,32587776,7207104,46121248,30853248,33050181,32252540,33240448,34388139,32482688,33095559
1000000,19392864,48473856,45535072,45772992,43880695,50321201,50440183,25657344,62436324,60702720,58818560,50115232,17760256,58884096,59834368,53345376,31973440,22872064,61460459,40589485,43667212,41567423,36579328,21981730,58297241,46814017,54821093,20435078,63777636,44270720,46480256,53979488,28016640,48807936,61489152,58654720,58327040,26411008,48054272,61063168,59490304,57360384,4718592,24379392,46432256,61390848,66338816,30740439,47510316,58703872,87098528,64560736,56826245,47654496,46892588,48845344,52966400,47313344,52628000,40061728,45646161,43988788,46435904,48124003,46244900,41635168,49468480,46863856,57211675,54177952,47529984,51819924,33096008,11927552,38567936,59113472,59719680,43450368,31080448,63963136,88587744,52681302,57379299,52450272,48068475,54711735,63113590,45347107,34144256,34863056,60960288,61587456,47171516,33620820,46039040,62881792,61571072,30442421,21648528,21659648,58916864,56793696,33332416,33305485,59642356,64521206,66700428,64290816,28377088,34619392,51389122,19387424,26575648,25692256,18517429,8560256,21085442,16921049,12805792,24132027,31298914,40984640,36504800,16574176,37683200,61210624,56844787,38808696,26012099,39817001,45184416,44756608,32715104,22477984,57057566,55220148,56983552,57573376,28377088,39436288,61833216,60756651,34563715,18912480,30449870,36802562,41180640,42438912,33448832
1000000,20541248,26681958,22689536,22507147,18144512,13428395,32393737,24588960,14284352,12255232,29016064,37574976,27725664,29378589,21578784,27553120,25029605,28137440,26719104,28307584,21718825,23382774,29781984,23035616,35190784,28182432,31789952,28448127,22375975,21494144,25320832,24756875,21835744,23275435,17908960,18487040,20133728,26405178,36723891,35171808,38196576,46228672,41705376,35130368,31884147,54121321,51999968,55252948,36237938,21927335,27197440,53788672,53510144,32334208,35845114,44750574,33608311,34748700,32798400,33161216,35789248,30035756,30131411,31677666,31853517,29432128,29390240,22278496,11862016,39949920,29845344,6059316,46598662,31848567,31018186,29860896,35991392,34108035,32362784,40422150,34883708,30791264,31128440,32328247,37245309,54427648,47082976,43814304,28409830,22650880,35876580,29360544,33582161,43105601,33292288,55820288,44947392,36455296,28534592,11514048,51993120,29641344,29462505,33938322,31448512,34530368,28128895,34790272,37611755,8822153,36540092,52133888,54925042,43392800,27995483,41616544,44571017,46470758,43832280,40477728,42252595,45446086,46995552,47257536,28311552,38442272,41319768,55236896,30687616,29552080,53510144,37490656,21621920,32609184,38988256,36660128,34769184,32719424,35098848,40271872,38518784,56337390,56909069,40264352,28270880,42074112,53325746,56342358,46758521
6280277,19540171,16453664,22318030,18893568,19201120,16689838,8134598,27598816,16978176,16376320,6729216,14051552,8961504,7484096,10740907,9289129,12201888,12988163,14728456,11958281,11012772,23582528,18224960,18710240,6276288,6540704,18080832,30344512,25653728,26894848,16632135,19803008,25540484,26625696,28104352,32594016,23064647,16775111,13248352,16278240,10848704,14382257,14983175,27725664,36201888,33597408,35820032,20715232,17789664,14130976,17909344,30484064,25768160,37427852,21733445,20521952,27056064,29330637,32087136,40215415,44892640,33878889,38645749,27411328,22481056,35958720,42742912,34374521,38617945,20285600,11255808,47284224,42425574,33341181,13322773,37639751,41180800,31600832,32679840,39448352,30881536,46170112,49837824,43872480,43685210,39616512,50677237,28217798,51300452,52140672,26722752,38795648,25352896,42123264,56573952,30899584,17574432,45134528,27741472,37566432,35734304,45263856,29365365,35822592,23808832,50348032,35621184,34947676,32055351,32278848,24865568,21346941,32265641,30892435,30913824,37133216,37344384,7225280,23953408,46350336,52601504,38007520,43519520,19364544,8323072,27448519,37470208,26732652,26148864,23396352,44236800,56828419,41582592,40206336,19286870,28508160,58572800,49332224,44171264,42490373,38223872,49486030,38656415,25414560,26617849,48545792,27829908,53338292,55853056
5544021,9665152,11967808,7128224,20995875,10956544,12293760,12531008,32371904,20718577,22507019,28308128,16262272,8112239,15001792,25301749,10897326,14293557,20526304,27137312,22061408,41501122,40847503,52596192,52455936,37474400,13893466,9184224,41346333,49791231,42866445,33599392,12500372,35425856,20327424,1876416,20254848,15812603,7095872,8117685,10247640,6798414,7926240,3332256,4022432,4901818,8700604,24857120,33063744,30141280,23760224,28624064,19838305,18642194,20004320,19399064,20952152,38793974,33984864,36828124,39052576,37353120,28049408,12713984,56688640,60555264,37135168,31686656,28042592,18526912,31655840,42322400,36432096,38636672,31532352,34020571,31335936,27847879,51658752,45073902,38878782,39244384,32582400,41579168,14711584,54575616,48547392,26505568,23545152,29185056,24681024,20402880,20770432,19142464,16121216,24548128,21898560,6847840,10115392,14612320,28021162,19978890,20809792,34295203,33040674,17753504,27683712,39248064,45965234,46905049,46285234,54219723,25903440,33210810,48644603,33582272,43975392,28778186,43876352,38217920,37000855,36324932,25552143,43112343,38790412,41359936,38175743,26904999,39852972,37370912,53431328,35847456,35361632,29818880,46398497,45327119,32352416,39871552,31160760,40599936,18839424,19508256,12863232,6401313,1000000,1000000,1000000,28804064,5311328,6108928
1000000,5786010,12563360,31302073,45508292,41946464,24739840,44690880,53021600,48808384,41404899,34298234,9109504,38043648,30787040,5931200,1000000,6764320,15137984,15868771,28814638,33018624,39560567,51152144,60429298,46341733,13698365,18647799,16429170,7545561,17701952,15620608,20021546,31473600,16623983,19022976,17265184,24345088,29630945,22648088,34691388,27685541,25647328,26688512,23712287,26749085,23606176,24921024,14516064,10535968,5806304,39215632,34469957,40363456,47771584,39814528,31824111,7308416,22271743,49866272,21611136,22117984,24792416,41068320,47251404,42472264,51319488,31334816,40402944,65912832,62360679,63371147,35586048,32342441,61763907,63113590,56559503,28512480,15647584,41515168,54594557,44944720,35424672,33357234,64191167,58523044,55853709,20863328,15728640,32276480,59588608,64538592,37199488,26550953,38301469,20552352,11291712,19740128,20217798,27690592,17604964,22493888,19457216,16893344,17027520,14752512,18166688,14372795,6982502,11876859,12381629,8629354,7491587,7904672,12034944,5995904,9414432,6928015,6761897,6394912,10773642,10729609,7494880,4809664,5020323,3089824,2579955,3688128,5510624,7516448,11161062,2720288,1000000,1000000,1000000,23692448,25164672,28921152,51775520,38525632,34507060,26090922,21114944,41893888,33540000,19565568,39988256,24916651,24355491,22463072
5823441,9105632,26615752,29884864,50376200,26305280,14048287,38683707,23546304,40723968,27118176,30427264,39129536,21492587,23207168,32508992,27475923,45310784,37323008,34551936,34595072,27283520,9770304,11420256,19788640,9943688,19522594,22953536,12466304,27268091,27191031,32112640,33927448,37088608,22777664,25056832,30528831,27410066,21312928,31237504,42564448,14204224,23871488,56630496,38933322,28325157,27207960,45161065,31162048,38463808,26941184,24127744,21480000,44436576,26845856,29915968,8200320,6772352,5963552,5359648,6632160,4858725,7432424,8976175,14464448,33754746,29336487,26592352,14822105,9418250,13657126,6657408,33798976,30868992,46941021,31165696,39480224,33063744,24069888,42727808,27980864,49111328,40505728,41529184,36235072,40158784,24226912,35484096,20262784,21866485,29138674,22117984,7421536,13916867,9143191,6700947,4238112,17940948,7850752,3030304,23638528,33022272,32524640,36802784,36792455,30566278,24997312,21873678,20001217,20230457,20271791,34061362,30604320,52385793,50005536,55810720,67518464,46034592,23445824,65519616,65257472,33013760,57344000,51311872,37519552,24283076,28966470,46284800,71122944,46197248,35619552,28367872,43938045,29708012,54618789,69025792,63667296,42999168,30962368,43247855,58474677,58035104,43165565,41441120,33919936,8151080,14876672,39754570,54425152,36106069
7618400,32853600,36239952,26367648,21815784,27313200,28573341,31077770,30691891,37033200,32238000,38221200,22269600,14476211,14129312,9040640,13432384,15292816,10638000,9633600,13986000,19310400,13467600,33234400,38283200,46165520,40466496,40770000,36915308,31854576,39875331,48616544,46419968,40088032,46975504,45886080,46679472,45916544,44139600,44398592,44934633,44565269,45420224,40975792,33799040,40432320,45694816,45989184,39741216,34516800,44701184,37008544,42480175,46691907,40400398,47511334,39177920,40763680,42154176,47137584,46539840,39938400,47195984,46256400,46657856,40692560,48238561,40356756,41007600,52520400,45905456,44128400,48332800,42490144,28095088,14389077,41489950,43202114,34710032,37607312,40680848,36277200,48664784,41193222,50832432,7214384,40538368,46498832,44139616,42490000,44504000,44095488,47718918,42811312,46634288,47412016,39228384,43479120,38792592,39744000,32972288,33760816,42530400,29656800,33069584,33770245,27928800,25405405,21524400,32583600,35056784,38329200,44323216,46414753,44065297,47163888,43480512,39085200,45103600,47483728,43900835,49357536,45124324,43956096,46461504,40446000,43945184,46456039,1000000,38700915,41772972,43526784,40767200,47417062,46628932,38678953,45556756,42951600,45433350,42815887,43518944,40435184,38683840,45623768,42972972,38329184,37476016,26783872,33295391,38061104
5937755,25509344,40648456,48575872,41595428,28041161,33633824,20415264,16175791,18217792,18341152,27003812,25369952,30751871,24606049,12584168,52509856,30475584,38684672,31961312,24821344,32440320,61505536,36975328,23897344,22669170,33751575,30779392,25129268,28734625,27265085,48889330,32252064,17604672,19568192,16105280,17631840,10740864,11134688,5192288,1000000,19486688,24417825,13620192,15567312,15545344,11922642,4119488,30249782,24581189,23575496,24187451,15151520,16009014,16839879,12320928,10929376,3644992,1000000,1000000,1000000,27143328,4367520,1000000,1000000,6880192,1000000,1000000,1000000,22377609,4007640,6347339,8487008,6998816,7810589,6092960,6304160,5742688,4766945,4734176,5354218,5262592,6060608,7516448,6912544,1000000,1000000,1000000,10890848,15928960,5834144,5860635,6314954,5812576,6291564,6681977,4395520,8816847,10287439,8012512,9964416,6427264,3105792,1000000,1000000,1000000,1000000,1000000,11984128,8506298,1000000,1000000,6444064,4188960,1000000,2028640,11062857,7387040,4205760,4145201,5995904,4809664,2973410,3810562,2221504,1000000,1000000,9835956,4576992,7886001,5613293,3968512,5542976,3418528,1325106,1000000,1478886,1000000,1000000,1000000,12088864,1000000,9380676,5311136,9744367,5995904,3367975,1000000,9415800,3875331
1000000,8718656,32732828,52261850,71679103,39563860,40064832,41208088,40056544,40620672,39882112,40012576,40505728,40683296,39790656,40035164,40751407,38711264,32538624,49604320,40448096,38216192,27082752,36847616,51462144,47702889,30347584,30496800,23208000,23289440,46474901,40148800,39875267,34456832,46416111,40421248,40218720,40372532,33161216,43810816,44030048,40309066,39359519,32964608,45776896,43150080,40307616,40468416,35717120,41622889,43543703,40240704,40348128,38222784,41156608,34080639,47974720,39601041,22033888,11342769,32357989,62472192,63455232,27240983,33391215,43996387,44669085,39897862,37731075,41320448,42247680,39665824,40983808,33033878,38557821,49032951,40617705,40264727,33103311,41835668,45133677,40308651,38958318,32032928,40484864,50258368,40360992,39941504,33617952,28573696,56066048,43379456,39228899,36626450,33161216,51552512,40770592,38749984,39464704,27911456,54689824,40535200,40313024,38797856,34537472,47822560,39693106,40337760,37693437,33029882,49740832,40864800,40280504,34005162,31570770,54499068,41874112,36254494,25844491,32714922,59310080,47048407,40536760,36737056,32669794,47101949,44519872,40150080,35287520,34183424,35007872,37316292,35248736,28725792,32416160,36543904,34577216,29751424,30774976,29574976,28856288,35655896,30582454,26466909,45536320,55687040,54853632,58780224,34737262,6166550
5982218,4259680,1000000,3677344,47709442,62370882,55213810,57704424,62785118,62350926,58460064,60239424,62601120,47600576,68284288,63594912,62591584,64151104,52678816,54186421,58053573,59747712,46522176,68684544,60771776,61188416,59227392,56377088,54641806,56899363,55462112,59657088,59834501,60089433,53391696,70118214,61167088,59735040,59630446,59553824,58859072,56958049,51423295,50357770,59285013,57436227,54531139,56272800,58630720,56443456,53197472,56531008,55796480,61338048,62407008,40599464,28208688,56033280,65159544,63602688,44740292,31260672,8290304,53751304,66633728,44166278,30867456,60981248,65339392,66796307,47315155,34996224,47089678,64503808,57480200,27668971,26738290,25301120,24376608,27693312,23887648,29849024,27586717,10051619,36014816,28325498,53268500,61947904,64634880,65650688,45694976,25107948,45940736,61374464,63994362,48579132,25617425,56967168,62767104,60494769,46727168,30406342,54001664,61669376,66977792,42795008,25378816,51265536,58474496,58392576,44138496,27525120,36503552,54657024,58825270,47513600,33768424,54575104,58753024,35930112,51230689,24288992,30108047,55156176,48108832,26998240,27262976,28128128,26760352,25064055,25925669,6586368,26803904,40993824,40127680,37400344,33161216,48309120,47833216,57054944,51506016,29032448,48039000,56728984,58359808,54902784,24461312,49381376,59539456,60702720
1000000,33766950,38945376,47428032,41707328,52822016,51690144,45709376,34277984,64195584,51068928,42162208,47393184,24663040,18413586,26798254,52592640,41059260,29698562,35024207,19658346,28082240,50037280,18860147,27939011,14611852,47669557,24562957,23039487,31720183,34697481,41637600,41594656,32769344,34150400,23427840,13350592,15475040,1000000,25963904,14968192,14623104,12239840,15383159,16811680,10409430,10398880,8435923,2748064,22049470,15415799,16677664,17303272,14756224,13482698,3849888,2447968,1000000,28995296,57188507,52579683,34977630,56351775,57974153,59310080,58106618,33718272,31850496,52985856,56508416,59080704,35569664,32440647,78331904,71499691,48028352,38774921,27191863,45207400,56590336,54116352,32555008,6691363,40501248,60314725,56778186,40869978,31685573,42768623,51415255,53755904,43406961,36343287,11666016,27736448,39540384,28285824,46792704,32285986,28670974,42697408,29922752,30717312,30044160,23213682,24822006,19318272,34295752,27926134,20458357,26587579,29282432,33547904,36015808,30725242,35266594,41724707,33139232,36514624,31402058,36747136,30744352,36109632,29974976,32139572,26010682,32612416,36039968,29871680,37398912,22623776,37286144,33296080,28254080,17362240,19508256,16995584,15076032,13897462,12797437,33268555,28492716,24769952,31101056,28707612,27885421,25919712,32757856,35093088,43245824
4574717,11760865,11441824,12098333,11852684,12886880,6804704,1000000,7657600,9575232,13199616,12323040,16998656,11011068,14253485,17049504,14167624,15819296,15291035,12279040,10546989,19627104,21263855,23483424,26984896,27526393,21341309,14823960,15069533,14220659,15865600,16794362,18948320,14069002,3402890,16286496,9825182,16462894,14212896,33123804,15090226,30285824,24568672,32304672,25779308,23815815,34590560,25724352,22912544,33487904,41798592,34416096,37383840,22992800,38739212,34013024,34521881,12827072,32087872,14177566,30420288,17337817,25520143,26611891,24768320,26382880,23596883,23427168,22851747,30421664,25483904,38717666,20238976,29323915,40769886,38219339,23172800,22511776,29474816,15619036,18372740,13404512,16472768,10977310,21654550,6330208,6567456,8640127,18728968,17869088,23316576,23669312,22657184,23455200,19738629,16456872,16472103,19953664,18753376,24213397,21416352,26487016,23007040,25908340,24561710,26856424,25374209,22031088,20652633,1757792,33549024,22570965,33004236,22535104,28846528,21242400,22648672,12825696,25877290,15501325,25773184,25414617,17044980,18127904,18677888,20550969,21226922,26814977,21389677,15065414,29572868,19885696,22524512,13949698,20270894,37934784,29051264,24522816,23866464,24138720,17007616,19653632,14163744,24053504,17772032,17933792,24425568,22193664,23294880,21200271
6821887,20016655,21821501,21805248,27622553,26259040,20520904,19555484,21133120,27141893,34429314,43822318,44790240,40810485,26839703,37997312,27941344,24906688,30333538,28188512,23497568,23089137,18731808,17103424,21471040,20360192,1000000,1000000,37806446,30724667,24328968,20187648,24911264,23099104,20659168,24888928,23754133,21842226,18133504,15054048,5365066,6476876,13868224,13264320,11323200,16273056,13943712,13728032,18127904,18531712,21929494,23629805,23312320,24748032,24699456,27574528,21664959,22087399,18752128,11338432,21682176,13027072,19281664,55905376,40370176,22816479,33488896,47233153,57737216,50397184,13795328,32210944,52314112,58277888,58556416,39092224,38562141,54744536,55443456,62029824,37044224,32227328,56877522,56876588,57016320,36061184,29523968,56655872,56721408,40434656,28019904,38334144,42797312,39034336,38301856,30344960,40452000,45874784,53605600,52953088,41442845,32850002,46989312,59260928,57024831,44248280,29183488,51497257,55502641,55826962,45744128,34603008,51953664,54962509,58359808,41935823,32456704,49922048,51429376,56140979,48184376,27328512,43614208,56623104,53919744,33718272,22129038,39787371,47167840,46807136,38207488,21834421,35260860,58261504,57450389,51314688,38016128,33423360,51871744,60232887,42591839,7340032,27656192,53477376,55476224,50069504,38043648,42926080,57311232,55836672
19431853,24766622,26697824,26647264,28286432,27380576,29127584,30552871,32804928,35137953,43221290,49534430,58819072,44645504,39632672,37066912,20852875,53127111,44462048,39918304,37289408,22790144,57360384,40182848,39897888,35291776,23002016,55812992,43706949,39859603,38991936,9540800,27131904,61374464,54319200,42573504,28409856,50561024,40923648,39961984,40309152,29749760,50674189,38929568,39652544,38817600,25424752,56280679,37306810,24519864,40659219,17971660,26198016,55150606,28249728,33282944,35533280,26114656,51433312,38471488,30296832,24455616,19980672,29213856,25159072,22268960,25370597,22367167,29037376,30342585,28010890,27689312,16184608,21456015,26798240,23401280,20434546,20317888,24615992,24202208,21090592,16089728,24644516,23789184,27316192,21880736,22167776,25069760,25505728,23962048,16995584,13663328,18652832,17807872,9716384,25325696,24074613,31879527,25343808,20486048,14308315,12955803,7336567,7092180,9044331,6590014,12088864,22657184,18282165,15263839,22637280,23502272,25789728,22223312,23858354,16305408,16419264,13064192,14252979,9425216,16574718,14316448,15701504,13674112,1693088,12000448,17228531,10535719,9144832,15637546,19811040,17761793,22376800,26437184,26368352,31924779,36122298,26461600,30151296,27887616,19314560,18893152,20186757,13225897,17524000,17804384,15000544,15626016,15815096,19820992
